## Thu Oct 20 12:33:49 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
rfaG	321846.PS417_02240	1.33e-274	750.0	COG0438@1|root,COG0438@2|Bacteria,1NE3V@1224|Proteobacteria,1RQE3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Catalyzes the addition of the first glucose residue to the LPS core	rfaG	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008194,GO:0008610,GO:0008653,GO:0008919,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0046401,GO:0046527,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	-	ko:K02844	ko00540,ko01100,map00540,map01100	M00080	-	-	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT4	iSDY_1059.SDY_4061	Glyco_transf_4,Glycos_transf_1
rfaP	321846.PS417_02245	1.03e-195	542.0	COG0515@1|root,COG0515@2|Bacteria,1MXX9@1224|Proteobacteria,1RQFJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Catalyzes the phosphorylation of heptose(I) of the outer membrane lipopolysaccharide core	rfaP	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0044237	-	ko:K02848	ko00540,ko01100,map00540,map01100	M00080	-	-	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iAF1260.b3630,iBWG_1329.BWG_3321,iEC042_1314.EC042_3937,iECDH10B_1368.ECDH10B_3812,iECDH1ME8569_1439.ECDH1ME8569_3515,iEcDH1_1363.EcDH1_0075,iJO1366.b3630,iY75_1357.Y75_RS18985	Kdo
33931E_Pfluorescens55_00622	321846.PS417_02250	2.94e-183	508.0	COG0515@1|root,COG0515@2|Bacteria,1RBKV@1224|Proteobacteria,1S3FB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KLT	Heptose kinase	wapP	-	-	-	-	-	-	-	-	-	-	-	Kdo
inaA_1	321846.PS417_02255	1.91e-182	507.0	COG0515@1|root,COG0515@2|Bacteria,1RJDC@1224|Proteobacteria,1SAEW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KLT	lipopolysaccharide kinase	-	-	-	-	-	-	-	-	-	-	-	-	Kdo
kdkA	321846.PS417_02260	0.0	941.0	COG0515@1|root,COG0515@2|Bacteria,1R47Q@1224|Proteobacteria,1S6YE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KLT	serine threonine protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	Kdo
btuB_1	1470593.BW43_04607	0.0	1317.0	COG4772@1|root,COG4772@2|Bacteria,1MUIH@1224|Proteobacteria,1RQYX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	receptor	yncD	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
33931E_Pfluorescens55_00626	1470593.BW43_04608	1.78e-49	159.0	COG5645@1|root,COG5645@2|Bacteria	2|Bacteria	S	cellular response to DNA damage stimulus	-	-	-	-	-	-	-	-	-	-	-	-	DUF1375
tobZ	321846.PS417_02270	0.0	1197.0	COG2192@1|root,COG2192@2|Bacteria,1MWBA@1224|Proteobacteria,1RNN4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	carbamoyl transferase, NodU family	HA62_32075	-	-	ko:K00612	-	-	-	-	ko00000,ko01000	-	-	-	Carbam_trans_C,Carbam_trans_N
33931E_Pfluorescens55_00628	321846.PS417_02275	4.08e-217	598.0	COG5653@1|root,COG5653@2|Bacteria,1RFW0@1224|Proteobacteria,1S3PF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	acetyltransferase	epsB	-	-	-	-	-	-	-	-	-	-	-	Mig-14
33931E_Pfluorescens55_00629	321846.PS417_02280	0.0	943.0	COG2120@1|root,COG2120@2|Bacteria,1RBZY@1224|Proteobacteria,1S5RR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	GlcNAc-PI de-N-acetylase	-	-	-	-	-	-	-	-	-	-	-	-	PIG-L
gtf1	321846.PS417_02285	2.93e-282	770.0	COG0438@1|root,COG0438@2|Bacteria,1R8IV@1224|Proteobacteria,1S2P0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Glycosyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
33931E_Pfluorescens55_00631	321846.PS417_02290	3.47e-211	583.0	COG1215@1|root,COG1215@2|Bacteria,1NDQI@1224|Proteobacteria,1S7MC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	COG0463 Glycosyltransferases involved in cell wall biogenesis	wapR	-	-	ko:K12988	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2
33931E_Pfluorescens55_00632	321846.PS417_02295	0.0	1226.0	COG0515@1|root,COG3307@1|root,COG0515@2|Bacteria,COG3307@2|Bacteria,1NAGR@1224|Proteobacteria,1S0J2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KLMT	Lipid A core - O-antigen ligase and related enzymes	-	-	-	-	-	-	-	-	-	-	-	-	Kdo,Wzy_C
msbA	321846.PS417_02300	0.0	1134.0	COG1132@1|root,COG1132@2|Bacteria,1MUBM@1224|Proteobacteria,1RMUR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Involved in lipid A export and possibly also in glycerophospholipid export and for biogenesis of the outer membrane. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation	msbA	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0006869,GO:0008144,GO:0008150,GO:0008289,GO:0008559,GO:0009987,GO:0010876,GO:0015221,GO:0015238,GO:0015399,GO:0015405,GO:0015437,GO:0015893,GO:0015920,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0030554,GO:0031224,GO:0031226,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033036,GO:0034040,GO:0034204,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0042802,GO:0042908,GO:0042910,GO:0043167,GO:0043168,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0071702,GO:0071840,GO:0071944,GO:0097035,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901264,GO:1901265,GO:1901363,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351	-	ko:K11085	ko02010,map02010	-	-	-	ko00000,ko00001,ko01000,ko02000	3.A.1.106	-	iJN746.PP_4935,iPC815.YPO1395,iUMN146_1321.UM146_12980	ABC_membrane,ABC_tran
hldE	321846.PS417_02310	0.0	908.0	COG0615@1|root,COG2870@1|root,COG0615@2|Bacteria,COG2870@2|Bacteria,1MV3Z@1224|Proteobacteria,1RMAJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the ADP transfer from ATP to D-glycero-beta-D- manno-heptose 1-phosphate, yielding ADP-D-glycero-beta-D-manno- heptose	hldE	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008219,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0012501,GO:0016051,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016779,GO:0019200,GO:0033692,GO:0033785,GO:0033786,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0046835,GO:0070566,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.7.1.167,2.7.7.70	ko:K03272,ko:K21344	ko00540,ko01100,map00540,map01100	M00064	R05644,R05646	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iECH74115_1262.ECH74115_4363,iECSP_1301.ECSP_4025,iECs_1301.ECs3935,iPC815.YPO0654,iZ_1308.Z4405	CTP_transf_like,PfkB
33931E_Pfluorescens55_00635	321846.PS417_02315	5.14e-216	597.0	COG0451@1|root,COG0451@2|Bacteria,1MVI8@1224|Proteobacteria,1RNNR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Nad-dependent epimerase dehydratase	-	-	5.1.3.2	ko:K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase
33931E_Pfluorescens55_00636	321846.PS417_02320	1.19e-231	637.0	2EW1D@1|root,33PEP@2|Bacteria,1NS1D@1224|Proteobacteria,1SJXU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Metal ABC transporter ATPase	-	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_00637	321846.PS417_02325	1.63e-193	536.0	COG0667@1|root,COG0667@2|Bacteria,1PDY4@1224|Proteobacteria,1RQYV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Aldo Keto reductase	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
33931E_Pfluorescens55_00638	321846.PS417_02330	1.85e-285	779.0	COG0665@1|root,COG0665@2|Bacteria,1Q8AY@1224|Proteobacteria,1RSC9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	oxidoreductase()	-	-	-	-	-	-	-	-	-	-	-	-	DAO
33931E_Pfluorescens55_00639	321846.PS417_02335	1.81e-67	205.0	COG2076@1|root,COG2076@2|Bacteria,1MZ54@1224|Proteobacteria,1S8SG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	multidrug resistance protein	emrE	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
33931E_Pfluorescens55_00640	321846.PS417_02340	7.58e-212	585.0	COG0583@1|root,COG0583@2|Bacteria,1MVGZ@1224|Proteobacteria,1RRFH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
waaA	321846.PS417_02345	3.48e-305	832.0	COG1519@1|root,COG1519@2|Bacteria,1MU9F@1224|Proteobacteria,1RNBR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Transferase	waaA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527	ko00540,ko01100,map00540,map01100	M00060,M00080	R04658,R05074,R09763	RC00009,RC00077,RC00247	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT30	iECNA114_1301.ECNA114_3778,iUMNK88_1353.UMNK88_4417	Glycos_transf_1,Glycos_transf_N
tolC_1	321846.PS417_02350	0.0	914.0	COG1538@1|root,COG1538@2|Bacteria,1MWCJ@1224|Proteobacteria,1RQQV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	MU	type I secretion outer membrane protein, TolC	tolC	-	-	ko:K12340	ko01501,ko01503,ko02020,ko03070,ko04626,ko05133,map01501,map01503,map02020,map03070,map04626,map05133	M00325,M00326,M00339,M00571,M00575,M00646,M00647,M00696,M00697,M00709,M00720,M00821	-	-	ko00000,ko00001,ko00002,ko01504,ko02000,ko02044	1.B.17,2.A.6.2	-	-	OEP
thiC	321846.PS417_02355	0.0	1275.0	COG0422@1|root,COG0422@2|Bacteria,1MUVV@1224|Proteobacteria,1RP1F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction	thiC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.99.17	ko:K03147	ko00730,ko01100,map00730,map01100	M00127	R03472	RC03251,RC03252	ko00000,ko00001,ko00002,ko01000	-	-	iECABU_c1320.ECABU_c45100	ThiC-associated,ThiC_Rad_SAM
33931E_Pfluorescens55_00644	321846.PS417_02360	1.82e-293	803.0	COG1457@1|root,COG1457@2|Bacteria,1PYF6@1224|Proteobacteria,1S0G4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	COG1457 Purine-cytosine permease and related proteins	cytX	-	-	ko:K03457	-	-	-	-	ko00000	2.A.39	-	-	Transp_cyt_pur
33931E_Pfluorescens55_00645	321846.PS417_02365	4.31e-178	496.0	2CS41@1|root,32SQ9@2|Bacteria,1MZEU@1224|Proteobacteria,1SA5D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF3298)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3298,DUF4163
nudF	321846.PS417_02370	2.85e-148	417.0	COG0494@1|root,COG0494@2|Bacteria,1RDMW@1224|Proteobacteria,1RPZV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes	nudF	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019144,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0047631,GO:0050896	3.6.1.13	ko:K01515	ko00230,map00230	-	R01054	RC00002	ko00000,ko00001,ko01000	-	-	iECP_1309.ECP_3126	NUDIX
33931E_Pfluorescens55_00647	1282356.H045_23330	2.01e-107	309.0	COG3151@1|root,COG3151@2|Bacteria,1RA4E@1224|Proteobacteria,1S55I@1236|Gammaproteobacteria,1YQ5Z@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1249)	yqiB	-	-	ko:K09920	-	-	-	-	ko00000	-	-	-	DUF1249
cpdA_1	321846.PS417_02380	3.59e-202	558.0	COG1409@1|root,COG1409@2|Bacteria,1MWKX@1224|Proteobacteria,1RPA7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes	cpdA	GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0004115,GO:0005488,GO:0005506,GO:0008081,GO:0008150,GO:0008198,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0042545,GO:0042578,GO:0043167,GO:0043169,GO:0045229,GO:0046872,GO:0046914,GO:0071554,GO:0071555,GO:0071840	3.1.4.53	ko:K03651	ko00230,ko02025,map00230,map02025	-	R00191	RC00296	ko00000,ko00001,ko01000	-	-	-	Metallophos
33931E_Pfluorescens55_00649	321846.PS417_02385	1.78e-145	409.0	COG3150@1|root,COG3150@2|Bacteria,1MVJF@1224|Proteobacteria,1S5WF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	esterase	yqiA	GO:0003674,GO:0003824,GO:0016787,GO:0016788	-	ko:K07000	-	-	-	-	ko00000	-	-	-	UPF0227
parE	321846.PS417_02390	0.0	1280.0	COG0187@1|root,COG0187@2|Bacteria,1MVH1@1224|Proteobacteria,1RMCI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parE	GO:0000819,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006265,GO:0006276,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008094,GO:0008150,GO:0008152,GO:0009295,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0022402,GO:0030541,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0098813,GO:0140097,GO:1901360	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
33931E_Pfluorescens55_00651	321846.PS417_02395	2.55e-245	673.0	COG4222@1|root,COG4222@2|Bacteria,1NRU1@1224|Proteobacteria,1SM0C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	DNA topoisomerase IV subunit B	-	-	-	-	-	-	-	-	-	-	-	-	Phytase-like
parC	321846.PS417_02400	0.0	1458.0	COG0188@1|root,COG0188@2|Bacteria,1MURI@1224|Proteobacteria,1RMTC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parC	GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006276,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008152,GO:0009330,GO:0009987,GO:0016020,GO:0016043,GO:0019897,GO:0019898,GO:0022402,GO:0030541,GO:0032991,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0098813,GO:1901360,GO:1901363	-	ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
33931E_Pfluorescens55_00653	321846.PS417_02405	5.18e-162	454.0	COG3009@1|root,COG3009@2|Bacteria,1NKFI@1224|Proteobacteria,1SE65@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	-	-	-	ko:K09857	-	-	-	-	ko00000	-	-	-	ABC_trans_aux
33931E_Pfluorescens55_00654	321846.PS417_02410	0.0	931.0	COG2114@1|root,COG2114@2|Bacteria,1NG67@1224|Proteobacteria,1SD1D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Histidine kinase	-	-	-	ko:K07186	-	-	-	-	ko00000	-	-	-	SMP_2
serB2	321846.PS417_02415	5.72e-282	771.0	COG0560@1|root,COG3830@1|root,COG0560@2|Bacteria,COG3830@2|Bacteria,1MWA3@1224|Proteobacteria,1RNJE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	phosphoserine phosphatase	serB	GO:0000287,GO:0001505,GO:0003674,GO:0003824,GO:0004647,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006544,GO:0006545,GO:0006563,GO:0006564,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017144,GO:0019752,GO:0042133,GO:0042136,GO:0042578,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046872,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.1.3.3	ko:K01079	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R00582	RC00017	ko00000,ko00001,ko00002,ko01000,ko01009	-	-	iE2348C_1286.E2348C_4686,iEC042_1314.EC042_4885,iECO26_1355.ECO26_5594,iECSF_1327.ECSF_4321,iECUMN_1333.ECUMN_5012,iETEC_1333.ETEC_4743,iPC815.YPO0442,iUMNK88_1353.UMNK88_5307	ACT_6,HAD,Hydrolase
psd	321846.PS417_02420	1.52e-206	571.0	COG0688@1|root,COG0688@2|Bacteria,1MVT4@1224|Proteobacteria,1RN1U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer)	psd	-	4.1.1.65	ko:K01613	ko00564,ko01100,ko01110,map00564,map01100,map01110	M00093	R02055	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	PS_Dcarbxylase
rhdA	321846.PS417_02425	9.57e-207	570.0	COG2897@1|root,COG2897@2|Bacteria,1MW4B@1224|Proteobacteria,1RSQ3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	sulfurtransferase	rhdA	-	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
33931E_Pfluorescens55_00658	321846.PS417_02430	0.0	1013.0	COG1639@1|root,COG1639@2|Bacteria,1R9QK@1224|Proteobacteria,1S1P7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	HDOD domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	HDOD
motA	321846.PS417_02435	1.98e-196	545.0	COG1291@1|root,COG1291@2|Bacteria,1MXK3@1224|Proteobacteria,1RNTF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	N	With MotB forms the ion channels that couple flagellar rotation to proton sodium motive force across the membrane and forms the stator elements of the rotary flagellar machine	motA	-	-	ko:K02556	ko02020,ko02030,ko02040,map02020,map02030,map02040	-	-	-	ko00000,ko00001,ko02000,ko02035	1.A.30.1	-	-	MotA_ExbB
motB_1	321846.PS417_02440	1.79e-243	669.0	COG1360@1|root,COG1360@2|Bacteria,1MW1Y@1224|Proteobacteria,1RPQ9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	N	Flagellar Motor Protein	motB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02557	ko02030,ko02040,map02030,map02040	-	-	-	ko00000,ko00001,ko02000,ko02035	1.A.30.1	-	-	MotB_plug,OmpA
rsgA	216595.PFLU_0511	1.47e-244	672.0	COG1162@1|root,COG1162@2|Bacteria,1MUEF@1224|Proteobacteria,1RMMB@1236|Gammaproteobacteria,1YNPZ@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0022613,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0036094,GO:0042254,GO:0042274,GO:0043167,GO:0043168,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0071840,GO:0097159,GO:0097367,GO:1901265,GO:1901363	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	iAF1260.b4161,iBWG_1329.BWG_3876,iECDH10B_1368.ECDH10B_4356,iECDH1ME8569_1439.ECDH1ME8569_4021,iEKO11_1354.EKO11_4148,iEcDH1_1363.EcDH1_3829,iEcolC_1368.EcolC_3849,iJO1366.b4161,iUMNK88_1353.UMNK88_5099,iY75_1357.Y75_RS21675	RsgA_GTPase
orn	321846.PS417_02450	6.88e-130	368.0	COG1949@1|root,COG1949@2|Bacteria,1R9WX@1224|Proteobacteria,1S217@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	3'-to-5' exoribonuclease specific for small oligoribonucleotides	orn	GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004532,GO:0004536,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008946,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0016896,GO:0019439,GO:0034611,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140097,GO:0140098,GO:1901360,GO:1901361,GO:1901575	-	ko:K13288	ko03008,map03008	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	RNase_T
